category,age,country,countryOfCitizenship,selfMade,gender,finalWorth
Diversified,1,Norway,Norway,False,F,0
Diversified,1,Norway,Norway,False,F,0
Diversified,2,Chile,Chile,False,F,0
Healthcare,2,Israel,Israel,True,M,0
Fashion & Retail,1,Italy,Italy,False,F,0
Metals & Mining,3,Australia,Australia,False,F,0
Diversified,3,Israel,Israel,True,M,0
Fashion & Retail,3,Italy,Italy,False,M,0
Food & Beverage,1,United Arab Emirates,United Kingdom,False,M,0
Diversified,2,Turkey,Turkey,True,M,0
Technology,2,United States,United States,True,F,0
Logistics,2,Taiwan,Taiwan,False,M,0
Manufacturing,2,China,China,True,M,0
Diversified,2,Hungary,Hungary,True,M,0
Finance & Investments,1,Brazil,Brazil,False,F,0
Manufacturing,1,Italy,Italy,False,M,0
Technology,2,United States,United States,True,M,0
Diversified,1,Tanzania,Tanzania,False,M,0
Finance & Investments,1,United States,United States,True,M,0
Manufacturing,2,China,China,True,M,0
Media & Entertainment,3,United States,United States,True,M,0
Fashion & Retail,2,France,France,True,M,0
Logistics,3,Malaysia,Malaysia,True,M,0
Fashion & Retail,3,Switzerland,Switzerland,False,F,0
Manufacturing,2,China,China,True,M,0
Technology,2,United States,United States,True,M,0
Finance & Investments,1,United States,United States,True,M,0
Finance & Investments,1,Slovakia,Slovakia,True,M,0
Manufacturing,2,China,China,True,M,0
Real Estate,2,India,India,True,M,0
Finance & Investments,1,Vietnam,Vietnam,True,M,0
Technology,2,Taiwan,Taiwan,True,M,0
Media & Entertainment,2,New Zealand,New Zealand,True,M,0
Finance & Investments,3,Canada,Canada,True,M,0
Healthcare,2,India,India,True,M,0
Healthcare,2,India,India,True,M,0
Diversified,2,China,China,True,M,0
Diversified,3,South Korea,South Korea,True,M,0
Fashion & Retail,3,United States,United States,True,M,0
Food & Beverage,2,United States,United States,True,M,0
Real Estate,2,Singapore,Singapore,True,M,0
Diversified,3,Switzerland,Greece,False,M,0
Manufacturing,2,Germany,Germany,False,M,0
Manufacturing,2,Germany,Germany,False,F,0
Manufacturing,2,Germany,Germany,False,F,0
Manufacturing,1,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Fashion & Retail,2,China,China,True,M,0
Manufacturing,2,China,Taiwan,True,M,0
Technology,3,Taiwan,Taiwan,True,M,0
Manufacturing,2,China,United States,True,M,0
Automotive,3,China,China,True,F,0
Logistics,2,China,China,True,M,0
Diversified,3,Egypt,Egypt,True,M,0
Real Estate,3,Australia,Australia,True,M,0
Diversified,3,Italy,Italy,True,M,0
Finance & Investments,1,United States,United States,True,M,0
Fashion & Retail,2,Italy,Italy,True,M,0
Service,3,Bahrain,Lebanon,False,M,0
Logistics,3,United States,United States,True,M,0
Technology,2,United States,United States,True,M,0
Diversified,2,United Kingdom,Sweden,False,M,0
Energy,2,Brazil,Brazil,False,M,0
Finance & Investments,1,,Peru,False,F,0
Finance & Investments,1,,Peru,False,M,0
Finance & Investments,3,United States,United States,True,M,0
Construction & Engineering,1,Mexico,Mexico,False,M,0
Fashion & Retail,1,Sweden,Sweden,False,M,0
Food & Beverage,1,United States,United States,True,M,0
Food & Beverage,2,United States,United States,False,M,0
Real Estate,1,Singapore,Singapore,False,M,0
Finance & Investments,2,Peru,Peru,False,M,0
Finance & Investments,1,United Kingdom,United Kingdom,True,M,0
Service,2,United States,United States,True,M,0
Technology,1,United States,United States,True,F,0
Automotive,2,Israel,Israel,True,M,0
Media & Entertainment,1,United States,United States,True,M,0
Fashion & Retail,2,Singapore,Singapore,True,M,0
Finance & Investments,2,Russia,Russia,True,M,0
Healthcare,3,India,India,True,M,0
Technology,2,United States,United States,True,M,0
Real Estate,3,Australia,Australia,True,M,0
Real Estate,2,United States,United States,True,M,0
Finance & Investments,2,United States,United States,True,M,0
Fashion & Retail,2,Russia,Russia,True,M,0
Real Estate,2,China,China,True,F,0
Technology,1,United States,United States,True,M,0
Food & Beverage,1,China,China,True,F,0
Food & Beverage,1,China,China,True,M,0
Technology,1,China,China,True,M,0
Manufacturing,3,Thailand,Thailand,True,M,0
Healthcare,1,United States,United States,True,M,0
Fashion & Retail,2,China,China,True,M,0
Telecom,2,Australia,Australia,True,M,0
Manufacturing,3,Andorra,Spain,False,F,0
Automotive,2,Vietnam,Vietnam,True,M,0
Telecom,3,United States,United States,True,M,0
Gambling & Casinos,1,Sweden,Sweden,True,M,0
Healthcare,1,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Energy,2,United States,United States,True,M,0
Real Estate,3,Hong Kong,Hong Kong,True,M,0
Technology,1,China,China,True,M,0
Media & Entertainment,1,China,China,True,M,0
Technology,1,China,China,True,M,0
Food & Beverage,2,China,China,True,M,0
Service,2,China,China,True,M,0
Media & Entertainment,1,China,China,True,M,0
Service,1,China,China,True,M,0
Energy,1,China,China,True,F,0
Fashion & Retail,2,China,China,True,M,0
Diversified,3,Finland,Finland,False,M,0
Finance & Investments,3,Spain,Spain,True,M,0
Fashion & Retail,1,Australia,Australia,True,M,0
Technology,1,Singapore,India,True,M,0
Healthcare,3,India,India,True,M,0
Diversified,3,United Kingdom,United Kingdom,True,M,0
Energy,2,Russia,Russia,True,M,0
Food & Beverage,1,India,India,False,M,0
Metals & Mining,1,China,China,True,M,0
Technology,2,United States,United States,True,M,0
Technology,1,China,China,True,M,0
Real Estate,2,Singapore,Singapore,True,M,0
Finance & Investments,3,Brazil,Brazil,True,M,0
Metals & Mining,2,Australia,Australia,True,M,0
Manufacturing,3,United States,United States,True,M,0
Finance & Investments,2,United States,United States,True,M,0
Fashion & Retail,3,Switzerland,Austria,True,M,0
Technology,1,United States,Sweden,True,M,0
Diversified,1,Philippines,Philippines,False,M,0
Food & Beverage,1,China,China,True,M,0
Manufacturing,2,India,India,True,M,0
Service,3,Switzerland,Norway,True,M,0
Construction & Engineering,1,France,Lebanon,False,M,0
Finance & Investments,3,Mexico,Mexico,True,M,0
Automotive,1,China,China,True,M,0
Fashion & Retail,2,United Kingdom,Germany,False,M,0
Fashion & Retail,3,United States,United States,False,M,0
Technology,1,United States,United States,True,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,2,India,India,True,M,0
Healthcare,2,China,China,True,M,0
Media & Entertainment,2,South Korea,South Korea,True,M,0
Real Estate,2,Singapore,Singapore,True,M,0
Manufacturing,1,Russia,Russia,True,M,0
Finance & Investments,3,India,India,False,M,0
Finance & Investments,1,Switzerland,Poland,False,M,0
Real Estate,3,Singapore,Singapore,False,M,0
Real Estate,2,Singapore,Singapore,False,M,0
Real Estate,2,Singapore,Singapore,False,M,0
Real Estate,3,Singapore,Singapore,False,M,0
Diversified,2,Singapore,Singapore,False,M,0
Diversified,2,Singapore,Singapore,False,M,0
Real Estate,2,Hong Kong,Hong Kong,False,M,0
Diversified,2,South Korea,South Korea,False,M,0
Finance & Investments,2,Canada,Canada,True,M,0
Service,2,Monaco,Italy,False,M,0
Fashion & Retail,3,United Kingdom,United Kingdom,True,M,0
Metals & Mining,1,China,China,False,F,0
Automotive,1,China,China,True,M,0
Manufacturing,1,Sweden,Sweden,False,F,0
Healthcare,1,China,China,True,M,0
Technology,2,Taiwan,Taiwan,True,M,0
Manufacturing,2,Hong Kong,Brazil,True,M,0
Metals & Mining,2,Russia,Russia,True,M,0
Food & Beverage,3,Canada,Canada,False,M,0
Diversified,3,Brazil,Brazil,True,F,0
Media & Entertainment,2,United States,United States,False,M,0
Technology,3,China,China,True,M,0
Manufacturing,3,United Kingdom,United Kingdom,True,M,0
Manufacturing,2,India,India,False,M,0
Real Estate,2,China,China,True,M,0
Healthcare,1,China,China,True,M,0
Real Estate,3,Japan,Japan,False,F,0
Technology,2,Israel,Israel,True,M,0
Healthcare,1,Japan,Japan,False,F,0
Metals & Mining,2,Ukraine,Ukraine,True,M,0
Finance & Investments,1,Thailand,Thailand,False,M,0
Finance & Investments,2,Australia,Australia,False,F,0
Manufacturing,2,China,China,True,M,0
Real Estate,2,China,China,True,M,0
Healthcare,2,United States,United States,True,M,0
Fashion & Retail,1,Sweden,Sweden,False,M,0
Automotive,1,China,China,True,F,0
Manufacturing,2,China,China,True,M,0
Healthcare,2,India,India,True,M,0
Diversified,3,Indonesia,Indonesia,True,M,0
Fashion & Retail,1,United States,Barbados,True,F,0
Construction & Engineering,2,Russia,Russia,True,M,0
Real Estate,3,India,India,True,M,0
Manufacturing,1,Russia,Russia,True,M,0
Healthcare,2,Brazil,Brazil,False,M,0
Real Estate,3,United States,United States,True,M,0
Energy,2,Russia,Russia,True,M,0
Energy,2,Russia,Russia,True,M,0
Fashion & Retail,3,Japan,Japan,True,M,0
Technology,1,United States,United States,True,M,0
Fashion & Retail,1,Sweden,Sweden,False,F,0
Healthcare,1,India,India,False,M,0
Healthcare,2,India,India,False,M,0
Finance & Investments,3,United States,United States,False,F,0
Technology,2,China,China,True,M,0
Logistics,2,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,3,China,China,False,F,0
Metals & Mining,1,China,China,False,M,0
Manufacturing,3,Switzerland,Switzerland,True,M,0
Manufacturing,1,Brazil,Brazil,False,F,0
Finance & Investments,3,United States,United States,True,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,1,China,China,True,M,0
Technology,1,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Food & Beverage,2,China,China,True,M,0
Real Estate,2,China,Hong Kong,True,M,0
Healthcare,1,China,Canada,False,F,0
Manufacturing,2,China,China,True,M,0
Real Estate,2,China,China,True,M,0
Real Estate,2,China,China,True,F,0
Manufacturing,2,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Real Estate,2,Singapore,Singapore,True,M,0
Fashion & Retail,2,China,China,True,M,0
Diversified,2,Russia,Russia,True,M,0
Automotive,1,United States,United States,True,M,0
Logistics,3,Indonesia,Indonesia,True,M,0
Healthcare,2,India,India,True,M,0
Healthcare,3,India,India,False,M,0
Real Estate,2,Thailand,Thailand,True,M,0
Finance & Investments,1,Russia,Russia,True,M,0
Automotive,2,Israel,Israel,True,M,0
Fashion & Retail,1,India,India,True,M,0
Energy,3,Indonesia,Indonesia,True,M,0
Construction & Engineering,2,United Kingdom,Russia,True,F,0
Healthcare,2,India,India,True,M,0
Finance & Investments,3,Morocco,Morocco,False,M,0
Diversified,2,India,India,False,M,0
Healthcare,2,India,India,False,M,0
Technology,1,United States,Canada,True,M,0
Technology,2,China,China,True,M,0
Technology,1,United States,United States,True,M,0
Manufacturing,2,China,China,True,M,0
Real Estate,3,Taiwan,Taiwan,True,M,0
Metals & Mining,2,China,China,True,M,0
Manufacturing,1,China,China,True,M,0
Automotive,2,Taiwan,Taiwan,True,M,0
Telecom,1,United States,United States,True,M,0
Finance & Investments,3,Spain,Spain,True,M,0
Real Estate,3,Argentina,Argentina,True,M,0
Food & Beverage,1,China,China,True,M,0
Technology,2,India,India,True,M,0
Media & Entertainment,3,Turkey,Turkey,True,M,0
Finance & Investments,1,Italy,Italy,False,F,0
Finance & Investments,1,Italy,Italy,False,M,0
Healthcare,2,China,China,True,M,0
Energy,2,United States,United States,True,M,0
Media & Entertainment,2,Japan,Japan,True,F,0
Media & Entertainment,2,Japan,Japan,True,M,0
Finance & Investments,1,Canada,Canada,True,M,0
Real Estate,3,United States,United States,True,M,0
Construction & Engineering,1,Italy,Italy,False,F,0
Finance & Investments,2,United States,United States,True,M,0
Finance & Investments,2,China,China,True,M,0
Manufacturing,1,Finland,Finland,False,M,0
Real Estate,2,China,Macau,True,M,0
Finance & Investments,1,,Malaysia,False,F,0
Finance & Investments,2,United States,United States,True,M,0
Service,2,United States,United States,False,M,0
Manufacturing,2,India,India,True,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Finance & Investments,2,Sweden,Sweden,True,M,0
Finance & Investments,3,United States,United States,True,M,0
Technology,2,Singapore,France,True,M,0
Diversified,2,Poland,Poland,True,M,0
Technology,1,United States,United States,True,M,0
Healthcare,2,United States,United States,True,M,0
Finance & Investments,2,United States,United States,True,M,0
Technology,3,Japan,Japan,True,M,0
Technology,2,United States,United States,True,M,0
Technology,2,Czech Republic,Czech Republic,True,M,0
Finance & Investments,1,United Kingdom,Estonia,True,M,0
Fashion & Retail,2,United States,United States,False,M,0
Technology,1,South Korea,South Korea,True,M,0
Diversified,2,United States,United States,True,M,0
Food & Beverage,2,China,China,True,M,0
Diversified,2,China,China,True,F,0
Manufacturing,2,China,China,True,M,0
Manufacturing,1,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Food & Beverage,2,Brazil,Brazil,False,M,0
Media & Entertainment,1,China,China,True,M,0
Healthcare,2,China,Hong Kong,True,M,0
Food & Beverage,2,Brazil,Brazil,False,M,0
Diversified,2,Egypt,Egypt,True,M,0
Fashion & Retail,1,China,China,True,M,0
Real Estate,3,United States,United States,True,M,0
Healthcare,2,France,France,True,M,0
Finance & Investments,2,Germany,Germany,True,M,0
Finance & Investments,1,,Malaysia,False,F,0
Logistics,2,Switzerland,Denmark,True,M,0
Finance & Investments,2,United States,United States,True,M,0
Finance & Investments,2,United States,United States,True,M,0
Food & Beverage,2,Vietnam,Vietnam,True,M,0
Gambling & Casinos,3,Japan,Japan,True,M,0
Healthcare,1,United States,United States,True,M,0
Finance & Investments,1,,Malaysia,False,M,0
Manufacturing,3,United States,United States,True,M,0
Fashion & Retail,1,China,China,True,F,0
Real Estate,2,India,India,True,M,0
Logistics,2,India,India,True,M,0
Healthcare,2,India,India,True,M,0
Healthcare,1,India,India,False,M,0
Fashion & Retail,3,Spain,Spain,False,M,0
Diversified,1,Russia,Russia,True,M,0
Manufacturing,2,United States,Russia,True,M,0
Diversified,3,Turkey,Turkey,False,F,0
Food & Beverage,3,Japan,Japan,False,M,0
Gambling & Casinos,3,Japan,Japan,True,M,0
Technology,2,United States,United States,True,M,0
Manufacturing,1,,Germany,False,M,0
Healthcare,2,India,India,True,M,0
Diversified,2,Russia,Russia,True,M,0
Finance & Investments,1,,Malaysia,False,F,0
Food & Beverage,1,Australia,Russia,True,M,0
Manufacturing,2,China,China,True,M,0
Sports,1,United States,United States,False,M,0
Sports,2,United States,United States,False,F,0
Sports,2,United States,United States,False,F,0
Metals & Mining,2,Russia,Russia,True,M,0
Energy,2,Russia,Russia,True,M,0
Food & Beverage,2,Germany,Germany,True,M,0
Food & Beverage,1,Germany,Germany,False,M,0
Real Estate,3,Australia,Australia,True,M,0
Healthcare,3,Thailand,Thailand,True,M,0
Fashion & Retail,2,China,China,True,M,0
Service,1,China,China,True,M,0
Manufacturing,1,China,China,True,M,0
Technology,1,China,China,True,M,0
Fashion & Retail,3,Cayman Islands,St. Kitts and Nevis,True,M,0
Manufacturing,1,China,China,True,F,0
Diversified,2,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Technology,2,China,China,True,M,0
Technology,1,China,China,True,F,0
Manufacturing,1,China,China,True,M,0
Service,1,China,China,True,M,0
Service,2,Hong Kong,Canada,True,F,0
Metals & Mining,1,Ukraine,Ukraine,True,M,0
Manufacturing,1,China,China,True,M,0
Finance & Investments,1,India,India,True,M,0
Finance & Investments,2,Qatar,Qatar,False,M,0
Diversified,2,Brazil,Brazil,True,M,0
Metals & Mining,2,Switzerland,Spain,False,M,0
Finance & Investments,1,United States,United States,True,M,0
Technology,1,United States,United States,True,M,0
Healthcare,2,Turkey,Turkey,True,M,0
Real Estate,1,Israel,Israel,False,F,0
Real Estate,2,Canada,Canada,False,F,0
Real Estate,2,Canada,Canada,False,F,0
Energy,2,China,China,True,M,0
Finance & Investments,3,United States,United States,True,M,0
Healthcare,1,Germany,Germany,False,M,0
Healthcare,1,Germany,Germany,False,F,0
Healthcare,1,Germany,Germany,False,F,0
Real Estate,3,Malaysia,Malaysia,True,M,0
Food & Beverage,2,China,China,True,M,0
Healthcare,1,China,China,True,M,0
Fashion & Retail,1,South Korea,South Korea,False,M,0
Service,3,United States,United States,True,M,0
Fashion & Retail,2,Italy,Italy,False,M,0
Manufacturing,2,India,India,True,M,0
Media & Entertainment,2,United Kingdom,United Kingdom,True,M,0
Fashion & Retail,1,China,China,False,M,0
Fashion & Retail,3,Turkey,Turkey,True,M,0
Media & Entertainment,2,Germany,Germany,False,M,0
Manufacturing,3,United States,United States,True,M,0
Diversified,2,Brazil,Brazil,False,M,0
Diversified,2,Brazil,Brazil,False,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,2,Brazil,Brazil,False,M,0
Manufacturing,1,Hungary,Hungary,True,M,0
Fashion & Retail,1,United Kingdom,United Kingdom,True,M,0
Fashion & Retail,2,United States,United States,True,M,0
Metals & Mining,1,Israel,Israel,False,M,0
Manufacturing,2,India,India,True,M,0
Finance & Investments,2,United States,United States,True,M,0
Manufacturing,2,India,India,True,F,0
Technology,2,Australia,Australia,True,M,0
Construction & Engineering,1,United Kingdom,Lebanon,False,M,0
Fashion & Retail,3,United States,United States,True,M,0
Finance & Investments,2,Australia,Australia,True,M,0
Technology,1,United States,United States,True,M,0
Gambling & Casinos,1,Hong Kong,Hong Kong,False,M,0
Fashion & Retail,2,China,China,True,M,0
Technology,2,Australia,Australia,True,M,0
Telecom,3,United Kingdom,United Kingdom,True,M,0
Food & Beverage,2,Taiwan,Taiwan,False,F,0
Finance & Investments,1,United States,United States,True,M,0
Fashion & Retail,1,United States,United States,True,F,0
Manufacturing,2,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Real Estate,1,Russia,Russia,True,M,0
Manufacturing,1,Germany,Germany,False,F,0
Manufacturing,1,Germany,Germany,False,M,0
Automotive,3,India,India,False,M,0
Media & Entertainment,2,Canada,Canada,True,M,0
Technology,1,South Korea,South Korea,True,M,0
Manufacturing,1,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Healthcare,1,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Energy,2,Hong Kong,China,True,M,0
Technology,2,United States,United States,True,M,0
Food & Beverage,2,United States,United States,False,M,0
Food & Beverage,2,United States,United States,False,M,0
Food & Beverage,2,United States,United States,False,F,0
Food & Beverage,2,United States,United States,False,M,0
Diversified,3,India,India,False,M,0
Manufacturing,2,China,China,True,M,0
Construction & Engineering,2,United States,United States,False,M,0
Diversified,2,Hungary,Hungary,True,M,0
Technology,2,United States,United States,True,M,0
Healthcare,3,United States,United States,True,M,0
Automotive,3,,Austria,True,M,0
Diversified,2,Brazil,Brazil,False,F,0
Finance & Investments,1,United States,United States,True,M,0
Manufacturing,2,,India,False,M,0
Food & Beverage,2,Germany,Germany,False,M,0
Technology,1,United States,United States,True,M,0
Food & Beverage,2,Russia,Russia,True,M,0
Real Estate,3,Brazil,Brazil,True,M,0
Media & Entertainment,1,Sweden,Sweden,True,M,0
Technology,2,United States,United States,True,M,0
Diversified,3,Indonesia,Indonesia,False,M,0
Healthcare,3,United States,United States,True,M,0
Food & Beverage,2,China,China,True,F,0
Manufacturing,3,United States,United States,True,M,0
Finance & Investments,2,Switzerland,Russia,True,M,0
Food & Beverage,1,Brazil,Brazil,False,M,0
Finance & Investments,2,United States,United States,True,M,0
Real Estate,1,India,India,False,M,0
Finance & Investments,2,United Kingdom,Sweden,True,M,0
Food & Beverage,1,Canada,Canada,False,M,0
Construction & Engineering,3,United Arab Emirates,India,False,M,0
Finance & Investments,3,Canada,Canada,True,M,0
Fashion & Retail,3,United Kingdom,Brazil,True,M,0
Technology,1,China,China,True,M,0
Technology,1,United States,Netherlands,True,M,0
Automotive,1,Germany,Germany,False,M,0
Automotive,1,Germany,Germany,False,M,0
Energy,2,Indonesia,Indonesia,False,M,0
Healthcare,1,India,India,True,M,0
Technology,1,United Kingdom,United States,True,M,0
Construction & Engineering,1,Italy,Italy,False,M,0
Construction & Engineering,1,Italy,Italy,False,F,0
Finance & Investments,3,United States,United States,True,M,0
Technology,2,United States,Romania,True,M,0
Metals & Mining,3,Indonesia,Indonesia,True,M,0
Manufacturing,2,Belgium,Belgium,True,M,0
Food & Beverage,2,Philippines,Philippines,True,M,0
Manufacturing,2,China,China,True,M,0
Real Estate,3,Australia,Australia,True,M,0
Finance & Investments,3,Italy,Italy,False,F,0
Manufacturing,2,China,China,True,M,0
Media & Entertainment,3,Netherlands,Netherlands,True,M,0
Finance & Investments,1,Armenia,Armenia,True,M,0
Fashion & Retail,2,Italy,Italy,True,M,0
Real Estate,2,Thailand,Thailand,True,M,0
Finance & Investments,2,Hong Kong,Sweden,True,M,0
Healthcare,1,China,China,True,M,0
Manufacturing,2,Taiwan,Taiwan,True,M,0
Manufacturing,1,China,China,True,M,0
Diversified,3,United States,United States,True,M,0
Food & Beverage,2,Israel,Israel,False,F,0
Finance & Investments,1,United States,United States,True,M,0
Finance & Investments,1,United States,United States,True,M,0
Manufacturing,2,Taiwan,Taiwan,False,M,0
Finance & Investments,3,Taiwan,Taiwan,False,M,0
Fashion & Retail,1,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Food & Beverage,2,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Service,3,China,China,True,M,0
Manufacturing,2,China,China,True,F,0
Healthcare,2,Russia,Russia,True,M,0
Fashion & Retail,1,China,China,True,F,0
Technology,1,United States,Romania,True,M,0
Diversified,2,China,China,True,M,0
Technology,1,China,China,True,M,0
Manufacturing,2,China,China,True,F,0
Healthcare,2,China,United States,True,F,0
Manufacturing,2,China,China,True,M,0
Construction & Engineering,2,China,China,True,M,0
Fashion & Retail,2,India,India,True,M,0
Energy,2,Russia,Russia,True,M,0
Healthcare,3,,India,False,M,0
Finance & Investments,1,United States,United States,True,M,0
Food & Beverage,1,United States,United States,False,F,0
Fashion & Retail,1,United States,United States,True,F,0
Finance & Investments,2,United States,United States,True,M,0
Diversified,2,Ukraine,Ukraine,True,M,0
Real Estate,2,Switzerland,Switzerland,True,M,0
Diversified,2,Switzerland,Russia,True,M,0
Technology,1,United States,United States,True,M,0
Fashion & Retail,2,Germany,Germany,False,M,0
Technology,2,Indonesia,Indonesia,True,F,0
Food & Beverage,3,India,India,False,M,0
Healthcare,1,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Food & Beverage,3,Italy,Italy,False,F,0
Food & Beverage,1,Italy,Italy,False,F,0
Technology,1,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Energy,1,China,China,True,M,0
Logistics,1,China,China,True,F,0
Technology,2,Taiwan,Taiwan,True,M,0
Manufacturing,1,China,China,True,F,0
Food & Beverage,2,China,China,True,M,0
Technology,1,,Taiwan,True,M,0
Technology,2,United States,United States,True,F,0
Food & Beverage,1,Spain,Spain,False,F,0
Manufacturing,2,China,China,True,M,0
Finance & Investments,3,Israel,Israel,True,M,0
Finance & Investments,2,United Kingdom,United States,True,M,0
Service,3,Spain,Spain,True,M,0
Manufacturing,2,Brazil,Brazil,False,M,0
Manufacturing,1,Brazil,Brazil,False,M,0
Telecom,2,Cyprus,Russia,True,M,0
Fashion & Retail,3,United States,United States,True,M,0
Fashion & Retail,2,United States,United States,False,M,0
Fashion & Retail,2,Germany,Germany,True,M,0
Manufacturing,3,United States,United States,True,M,0
Healthcare,2,China,China,True,M,0
Fashion & Retail,2,India,India,False,M,0
Finance & Investments,2,United States,United States,True,M,0
Real Estate,1,Russia,Russia,True,M,0
Fashion & Retail,1,United Kingdom,United Kingdom,True,F,0
Fashion & Retail,1,United Kingdom,United Kingdom,True,M,0
Energy,1,United Kingdom,Russia,False,M,0
Service,2,Monaco,Cyprus,False,M,0
Food & Beverage,2,China,China,True,M,0
Finance & Investments,1,Germany,Germany,False,M,0
Finance & Investments,1,Germany,Germany,False,F,0
Technology,3,United States,United States,True,M,0
Technology,1,China,China,True,M,0
Technology,2,China,China,True,F,0
Automotive,3,Japan,Japan,False,M,0
Gambling & Casinos,2,Japan,Japan,False,M,0
Finance & Investments,2,Thailand,Thailand,True,M,0
Finance & Investments,1,India,India,True,M,0
Finance & Investments,2,United Kingdom,Sweden,False,M,0
Finance & Investments,1,United Kingdom,Sweden,False,M,0
Finance & Investments,2,Belgium,Sweden,False,M,0
Service,2,Japan,Japan,True,M,0
Automotive,1,India,United States,False,M,0
Energy,3,Turkey,Turkey,True,M,0
Healthcare,2,China,China,True,M,0
Sports,2,Switzerland,Germany,True,M,0
Technology,2,South Korea,South Korea,False,M,0
Energy,2,Russia,Russia,True,M,0
Manufacturing,2,India,India,True,M,0
Healthcare,2,India,India,False,M,0
Gambling & Casinos,3,Spain,Spain,True,M,0
Construction & Engineering,3,South Korea,South Korea,True,M,0
Finance & Investments,2,United States,United States,False,F,0
Finance & Investments,3,United States,United States,False,F,0
Finance & Investments,2,United States,United States,False,M,0
Healthcare,1,China,China,True,M,0
Healthcare,1,China,China,True,M,0
Manufacturing,2,United States,United States,False,M,0
Telecom,1,China,China,True,M,0
Fashion & Retail,2,China,China,True,M,0
Technology,1,Japan,Japan,True,M,0
Automotive,2,India,India,False,M,0
Automotive,2,India,India,False,F,0
Automotive,2,India,India,False,M,0
Energy,2,Russia,Russia,True,M,0
Automotive,3,Singapore,Indonesia,False,M,0
Fashion & Retail,1,Romania,Romania,True,M,0
Diversified,2,Italy,Italy,True,M,0
Fashion & Retail,1,United States,United States,True,M,0
Healthcare,2,India,India,False,M,0
Healthcare,2,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Service,3,Spain,Spain,False,F,0
Finance & Investments,1,United States,United States,True,M,0
Technology,1,United States,United States,True,M,0
Finance & Investments,1,India,India,False,M,0
Energy,2,United States,United States,True,M,0
Finance & Investments,2,United Kingdom,United Kingdom,True,M,0
Finance & Investments,3,United States,United States,True,M,0
Food & Beverage,1,United States,United States,False,M,0
Manufacturing,2,Australia,Australia,True,M,0
Technology,1,China,China,True,M,0
Manufacturing,2,China,China,True,M,0
Technology,2,United States,United States,True,M,0
Media & Entertainment,1,Singapore,Singapore,True,M,0
Fashion & Retail,1,Malaysia,Malaysia,True,M,0
Automotive,3,China,China,True,M,0
Manufacturing,1,Thailand,Thailand,False,M,0
Food & Beverage,3,Taiwan,Taiwan,True,M,0
Manufacturing,2,China,China,True,M,0
Technology,2,Israel,Russia,True,M,0
Manufacturing,2,Germany,Germany,False,M,0
Food & Beverage,3,China,China,True,M,0
Diversified,1,China,China,False,M,0
Media & Entertainment,1,Sweden,Sweden,True,M,0
Manufacturing,2,Hong Kong,Hong Kong,True,M,0
Sports,1,United States,United States,True,M,0
Fashion & Retail,3,Germany,Germany,True,M,0
Telecom,1,China,Hong Kong,True,M,0
Manufacturing,3,Taiwan,Taiwan,True,M,0
Food & Beverage,1,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Healthcare,2,China,China,True,M,0
Telecom,2,China,China,True,M,0
Manufacturing,3,Singapore,Singapore,True,M,0
Technology,2,China,China,True,F,0
Food & Beverage,1,China,China,True,M,0
Manufacturing,3,,Taiwan,True,M,0
Media & Entertainment,1,China,China,True,M,0
Metals & Mining,1,China,China,False,M,0
Construction & Engineering,2,China,China,True,M,0
Fashion & Retail,1,China,China,True,M,0
Food & Beverage,1,China,China,True,M,0
Technology,1,China,China,True,M,0
Manufacturing,1,China,China,True,M,0
Manufacturing,2,Hong Kong,Hong Kong,False,F,0
Food & Beverage,2,India,India,False,M,0
Finance & Investments,1,United Kingdom,Germany,True,M,0
Fashion & Retail,3,Japan,Japan,True,M,0
Healthcare,1,Germany,Germany,False,F,0
Healthcare,1,Germany,Germany,False,F,0
Healthcare,1,Germany,Germany,False,M,0
Healthcare,1,Germany,Germany,False,M,0
Diversified,3,Peru,Peru,False,F,0
Media & Entertainment,3,United States,United States,True,M,0
Gambling & Casinos,2,Japan,Japan,False,M,0
Finance & Investments,3,France,France,True,M,0
Logistics,1,Taiwan,Taiwan,False,M,0
Manufacturing,2,China,China,True,M,0
Media & Entertainment,1,China,China,True,M,0
